,A_500,Dollar Index,cn_10y_rate,us_10y_rate,brent,Copper Futures Price,Gold Futures Price
2023-02-23,1786.69932216136,104.5999984741211,2.922,3.88,82.08,4.0555,1140.741705277203
2023-02-24,1770.5420386262044,105.20999908447266,2.9126,3.95,82.31,3.9545,1134.9690056136874
2023-02-27,1762.4933399341178,104.66999816894531,2.9117,3.92,81.24,4.011,1140.1142345922322
2023-02-28,1773.457586813142,104.87000274658203,2.9017,3.92,83.21,4.0895,1147.581151062495
2023-03-01,1797.3772043547758,104.4800033569336,2.8977,4.01,83.68,4.16,1153.102847132914
2023-03-02,1793.0719345186678,105.02999877929688,2.9111,4.08,84.15,4.076,1150.467500894253
2023-03-03,1797.1902869744354,104.5199966430664,2.9026,3.97,85.74,4.067,1159.3775539826233
2023-03-06,1790.322978715373,104.3499984741211,2.8826,3.98,85.86,4.0885,1159.5030940769434
2023-03-07,1762.2421810463597,105.62000274658203,2.8726,3.97,83.03,3.975,1138.1690907879308
2023-03-08,1758.7894722324252,105.66000366210938,2.8828,3.98,82.1,4.027,1137.41608000864
2023-03-09,1753.3336624047083,105.30999755859375,2.8752,3.93,81.0,4.039,1147.8321546555921
2023-03-10,1729.9813300387484,104.58000183105469,2.8627,3.7,82.3,4.0305,1168.3504154159252
2023-03-13,1745.7996216647043,103.5999984741211,2.8703,3.55,79.67,4.0535,1199.535677820765
2023-03-14,1733.590831684347,103.5999984741211,2.8652,3.64,76.77,4.003,1196.0845890534247
2023-03-15,1734.6713230266241,104.6500015258789,2.8652,3.51,74.3,3.843,1208.8850063459406
2023-03-16,1711.751259786849,104.41999816894531,2.8552,3.56,73.12,3.8645,1204.1162444592699
2023-03-17,1721.6803836197948,103.70999908447266,2.8602,3.39,71.03,3.8925,1235.9917858940116
2023-03-20,1714.0527027164355,103.27999877929688,2.8504,3.47,72.42,3.9515,1241.8899490563047
2023-03-21,1735.340596132153,103.26000213623047,2.8604,3.59,74.78,3.994,1216.0381874737182
2023-03-22,1744.4912000023228,102.3499984741211,2.8577,3.48,76.08,4.0445,1221.5599601396796
2023-03-23,1760.3160246629318,102.52999877929688,2.8652,3.38,74.31,4.1235,1251.0510823333148
2023-03-24,1757.2237215940022,103.12000274658203,2.8676,3.38,73.63,4.075,1243.7096293618288
2023-03-27,1753.3510838304487,102.86000061035156,2.8551,3.53,76.8,4.0785,1225.0737806564084
2023-03-28,1744.0905072102926,102.43000030517578,2.8556,3.55,78.07,4.0855,1237.6231943558275
2023-03-29,1746.32044970507,102.63999938964844,2.8532,3.57,77.51,4.0865,1233.6700984022934
2023-03-30,1758.7346673306165,102.13999938964844,2.8603,3.55,78.45,4.0955,1242.5802280862067
2023-03-31,1766.9601209046946,102.51000213623047,2.8528,3.48,79.19,4.0985,1235.4897787078178
2023-04-03,1787.459694805657,102.08999633789062,2.8604,3.43,85.81,4.0495,1244.8391072329937
2023-04-04,1789.5920047270135,101.58999633789062,2.8584,3.35,85.7,3.975,1268.8711885100558
2023-04-05,1788.8828075208294,101.8499984741211,2.8605,3.3,85.89,3.989,1262.4082864121806
2023-04-06,1788.8828075208294,101.81999969482422,2.8605,3.3,86.56,4.0175,1262.4082864121806
2023-04-07,1791.3207182853835,102.58000183105469,2.8464,3.39,87.32,3.9795,1248.1019241566255
2023-04-10,1791.3207182853835,102.58000183105469,2.8455,3.41,87.32,3.9795,1248.1019241566255
2023-04-11,1790.602810366329,102.19999694824219,2.8203,3.43,87.32,4.0225,1257.9532598679953
2023-04-12,1792.7674225145795,101.5,2.8158,3.41,88.31,4.0805,1261.7808157272098
2023-04-13,1778.63574266812,101.01000213623047,2.8277,3.45,86.51,4.119,1280.8559398694351
2023-04-14,1790.5461907326728,101.55000305175781,2.8281,3.52,87.31,4.1035,1256.3217748106365
2023-04-17,1809.1998193978864,102.0999984741211,2.8432,3.6,85.63,4.0675,1251.3020093308692
2023-04-18,1813.2274352612558,101.75,2.8319,3.58,85.48,4.094,1259.5846683298114
2023-04-19,1798.4402742713125,101.97000122070312,2.8333,3.6,85.34,4.079,1251.92948001584
2023-04-20,1794.2983303015212,101.83999633789062,2.8332,3.54,83.29,4.0295,1259.7101318285884
2023-04-21,1755.489926786458,101.81999969482422,2.8258,3.57,83.36,3.983,1242.0782209000129
2023-04-23,1735.9303839827412,101.3499984741211,2.822,3.52,84.23,3.961,1248.1019241566255
2023-04-24,1735.9303839827412,101.3499984741211,2.8176,3.52,84.23,3.961,1248.1019241566255
2023-04-25,1719.5593250358954,101.86000061035156,2.8157,3.4,82.13,3.8585,1251.1765458320917
2023-04-26,1720.8463328624707,101.47000122070312,2.8058,3.43,79.19,3.8605,1245.9685085086157
2023-04-27,1729.0158926956317,101.5,2.7852,3.53,80.11,3.884,1248.6039313428194
2023-04-28,1749.0908193441705,101.66999816894531,2.7788,3.44,81.32,3.8905,1248.7293948415966
2023-05-01,1745.0955057076947,102.1500015258789,2.7613,3.59,76.71,3.934,1285.0599628205237
2023-05-02,1745.0955057076947,101.95999908447266,2.7613,3.44,76.71,3.8625,1285.0599628205237
2023-05-03,1745.0955057076947,101.33999633789062,2.7613,3.38,72.91,3.845,1285.0599628205237
2023-05-04,1745.0955057076947,101.4000015258789,2.7613,3.37,73.0,3.863,1285.0599628205237
2023-05-05,1733.887358868304,101.20999908447266,2.7338,3.44,75.85,3.883,1265.8593751795208
2023-05-06,1751.449607800153,101.37000274658203,2.7311,3.52,77.76,3.9295,1271.4438795948709
2023-05-08,1751.449607800153,101.37000274658203,2.7484,3.52,77.76,3.9295,1271.4438795948709
2023-05-09,1733.4663410795768,101.63999938964844,2.7383,3.53,77.76,3.9015,1277.6557780996493
2023-05-10,1726.216124400594,101.4800033569336,2.721,3.43,76.7,3.841,1274.0792258335318
2023-05-11,1723.1543088267106,102.05999755859375,2.701,3.39,75.32,3.71,1264.1651583727735
2023-05-12,1699.1359698725478,102.68000030517578,2.7058,3.46,74.54,3.7285,1264.0396948739965
2023-05-15,1725.441233901514,102.43000030517578,2.719,3.5,75.46,3.751,1266.2358422713949
2023-05-16,1714.8863905273902,102.55999755859375,2.7129,3.54,75.15,3.667,1247.6627253153629
2023-05-17,1710.0962243415063,102.87999725341797,2.721,3.57,76.98,3.7545,1242.831155083761
2023-05-18,1709.5579748754003,103.58000183105469,2.7184,3.65,75.75,3.6895,1227.6463951456808
2023-05-19,1705.5884304311658,103.19999694824219,2.7151,3.7,75.42,3.732,1241.576213713819
2023-05-22,1714.3281790109565,103.19999694824219,2.7132,3.72,75.77,3.685,1239.1291393188665
2023-05-23,1691.8011866894499,103.48999786376953,2.6962,3.7,76.66,3.6545,1237.6231943558275
2023-05-24,1672.1545367570307,103.88999938964844,2.7037,3.73,77.99,3.5615,1231.599491099215
2023-05-25,1668.0245700174357,104.20999908447266,2.7065,3.83,75.66,3.588,1219.2382726479616
2023-05-26,1669.41066220291,104.20999908447266,2.7205,3.8,76.33,3.682,1219.8657433329324
2023-05-28,1666.9277460885269,104.16999816894531,2.695,3.69,73.38,3.675,1228.5876011731373
2023-05-29,1666.9277460885269,104.16999816894531,2.695,3.69,73.38,3.6717,1228.5876011731373
2023-05-30,1666.9277460885269,104.16999816894531,2.7,3.69,73.38,3.6695,1228.5876011731373
2023-05-31,1650.992585731562,104.31999969482422,2.685,3.64,71.98,3.6455,1232.2896935335746
2023-06-01,1656.0839974042076,103.55999755859375,2.6825,3.61,74.18,3.7185,1241.1370148725564
2023-06-02,1680.2155756256834,104.0199966430664,2.6951,3.69,76.0,3.7345,1225.0737806564084
2023-06-05,1673.9500324474052,104.0,2.6926,3.69,76.61,3.774,1228.5876011731373
2023-06-06,1654.6779431684058,104.12999725341797,2.6826,3.7,76.22,3.7745,1233.2936313104194
2023-06-07,1646.781681951548,104.0999984741211,2.6827,3.79,76.85,3.7605,1218.9872690548646
2023-06-08,1654.3908525900579,103.33999633789062,2.6822,3.73,75.88,3.7995,1232.1014216898664
2023-06-09,1664.9025053461999,103.55999755859375,2.6703,3.75,74.74,3.7945,1231.2229474117985
2023-06-12,1669.3442430172747,103.62999725341797,2.6704,3.73,71.8,3.7595,1226.8934609619328
2023-06-13,1678.318092005453,103.33999633789062,2.6227,3.84,74.24,3.8355,1220.1794786754178
2023-06-14,1678.9764767198938,103.01000213623047,2.6178,3.83,73.39,3.8725,1226.8934609619328
2023-06-15,1704.6629171887043,102.12000274658203,2.6482,3.72,75.75,3.9,1228.46213767436
2023-06-16,1722.735105769831,102.30000305175781,2.6626,3.77,76.76,3.8935,1228.8386047662343
2023-06-18,1711.2601933487902,102.54000091552734,2.6876,3.74,76.09,3.8738,1214.4695107612908
2023-06-19,1711.2601933487902,102.54000091552734,2.6876,3.74,76.09,3.8643,1214.4695107612908
2023-06-20,1711.2601933487902,102.54000091552734,2.6751,3.74,75.79,3.889,1214.4695107612908
2023-06-21,1680.5331536990768,102.06999969482422,2.6701,3.72,76.92,3.91,1213.0891058925718
2023-06-22,1655.503283212859,102.38999938964844,2.6576,3.8,73.93,3.896,1207.0653260404165
2023-06-23,1655.503283212859,102.9000015258789,2.6576,3.74,73.56,3.809,1207.0653260404165
2023-06-25,1655.503283212859,102.69000244140625,2.6576,3.72,73.86,3.794,1207.0653260404165
2023-06-26,1655.503283212859,102.69000244140625,2.6677,3.72,73.86,3.794,1207.0653260404165
2023-06-27,1671.738963163847,102.48999786376953,2.6676,3.77,71.88,3.7795,1200.9788910344153
2023-06-28,1667.8565258483145,102.91000366210938,2.6651,3.71,73.64,3.736,1199.9122215081813
2023-06-29,1661.7699152302462,103.33999633789062,2.6526,3.85,73.86,3.699,1197.9670011083374
2023-06-30,1672.639433106806,102.91000366210938,2.6351,3.81,74.51,3.7595,1205.4339175786004
2023-07-03,1690.211481590634,102.98999786376953,2.6402,3.86,74.52,3.794,1205.8103846704744
2023-07-04,1680.9781259481972,103.37000274658203,2.6477,3.95,76.23,3.7843,1204.4927115511439
2023-07-05,1680.9781259481972,103.37000274658203,2.6402,3.95,76.74,3.7685,1204.4927115511439
2023-07-06,1670.561202194519,103.16999816894531,2.6392,4.05,76.72,3.7345,1197.653265765852
2023-07-07,1660.5685627468943,102.2699966430664,2.6403,4.06,78.77,3.782,1208.6340027528438
2023-07-10,1669.272016689726,101.97000122070312,2.6403,4.01,77.83,3.7845,1207.8810685690958
2023-07-11,1680.5237170934672,101.7300033569336,2.6353,3.99,79.54,3.766,1211.8341645226299
2023-07-12,1666.8391871743463,100.5199966430664,2.6378,3.86,80.35,3.853,1227.4581233019726
2023-07-13,1690.0851762540158,99.7699966430664,2.6413,3.76,81.31,3.94,1229.3405353568853
2023-07-14,1689.5454750024314,99.91000366210938,2.6444,3.83,79.9,3.933,1229.9052742924678
2023-07-17,1676.8234788554703,99.83999633789062,2.6364,3.81,77.8,3.844,1225.0737806564084
2023-07-18,1671.7182752207802,99.94000244140625,2.6234,3.8,79.54,3.8295,1240.6350076863625
2023-07-19,1669.0593301171446,100.27999877929688,2.6233,3.75,79.38,3.814,1240.8232795300712
2023-07-20,1655.2376064703174,100.87999725341797,2.6214,3.85,79.62,3.8345,1235.0505798665552
2023-07-21,1653.2816884845827,101.06999969482422,2.6079,3.84,81.06,3.818,1232.5406971266714
2023-07-24,1646.3791744276696,101.3499984741211,2.5934,3.86,82.53,3.8555,1230.0308143867876
2023-07-25,1689.4939366179497,101.3499984741211,2.663,3.91,83.46,3.9155,1231.1602156624097
2023-07-26,1684.7672860467444,100.88999938964844,2.643,3.86,82.98,3.902,1235.4270469584292
2023-07-27,1680.1324609070464,101.7699966430664,2.6395,4.01,84.28,3.8755,1220.6814858616117
2023-07-28,1711.9788271605833,101.62000274658203,2.6533,3.96,84.49,3.9355,1230.0935461361762
2023-07-31,1723.5589940288064,101.86000061035156,2.6597,3.97,85.22,4.014,1236.4309847352743
2023-08-01,1719.5114161151091,102.30000305175781,2.6607,4.05,85.34,3.9165,1217.732327684923
2023-08-02,1708.7431602756649,102.58999633789062,2.6525,4.08,84.01,3.8535,1215.6617203818441
2023-08-03,1719.0228903016375,102.54000091552734,2.6435,4.2,86.19,3.91,1212.2733633638925
2023-08-04,1726.4905118560062,102.0199966430664,2.6469,4.05,87.38,3.8785,1217.0421252505632
2023-08-07,1714.4243597988986,102.05000305175781,2.6462,4.09,86.47,3.848,1213.2145693913487
2023-08-08,1708.98851202151,102.52999877929688,2.6454,4.02,88.0,3.782,1207.3163296335133
2023-08-09,1701.4882252938776,102.48999786376953,2.6461,4.0,89.31,3.798,1201.8573653124831
2023-08-10,1703.8764124057973,102.5199966430664,2.6475,4.09,87.44,3.7805,1201.2298946275118
2023-08-11,1666.8667710984353,102.83999633789062,2.6381,4.16,87.93,3.7375,1200.2886886000556
2023-08-14,1658.1763832249092,103.19000244140625,2.6212,4.19,87.4,3.7395,1198.8454753864053
2023-08-15,1649.7749006615786,103.20999908447266,2.5759,4.21,86.28,3.6855,1193.762978157249
2023-08-16,1635.0454481444003,103.41999816894531,2.5649,4.28,84.49,3.6765,1189.7471504543264
2023-08-17,1642.6593370857147,103.44000244140625,2.5678,4.3,85.24,3.711,1182.217502234675
2023-08-18,1619.1135543047617,103.37999725341797,2.5639,4.26,85.92,3.726,1183.472443604617
2023-08-21,1598.1410612842203,103.33000183105469,2.5403,4.34,85.44,3.7385,1187.9902784937333
2023-08-22,1609.7941803727315,103.55999755859375,2.5564,4.34,84.7,3.7755,1189.9354222980348
2023-08-23,1581.1446457425664,103.36000061035156,2.5535,4.19,83.94,3.824,1203.8025091167844
2023-08-24,1592.2446345638184,103.9800033569336,2.5543,4.23,84.07,3.782,1203.614237273076
2023-08-25,1580.7595596444287,104.08000183105469,2.5702,4.25,85.42,3.774,1199.159210728891
2023-08-28,1598.7435522577443,104.05999755859375,2.5837,4.2,86.37,3.777,1203.4260420249104
2023-08-29,1621.8439998432073,103.55000305175781,2.57,4.12,86.37,3.818,1215.0969814462617
2023-08-30,1624.441969956751,103.16000366210938,2.56,4.12,86.62,3.831,1219.9912834272523
2023-08-31,1615.3791991080232,103.62000274658203,2.5575,4.09,87.29,3.809,1216.1636509724954
2023-09-01,1624.4201931745758,104.23999786376953,2.585,4.18,89.98,3.841,1217.1676653448828
2023-09-03,1638.1069007719145,104.80999755859375,2.6124,4.27,90.42,3.855,1208.6340027528438
2023-09-04,1638.1069007719145,104.80999755859375,2.6124,4.27,90.42,3.832,1208.6340027528438
2023-09-05,1638.1069007719145,104.80999755859375,2.615,4.27,91.25,3.838,1208.6340027528438
2023-09-06,1635.4229123687767,104.86000061035156,2.6375,4.3,91.79,3.7755,1203.5515055236876
2023-09-07,1610.100144162298,105.05999755859375,2.635,4.27,91.16,3.752,1203.1750384318134
2023-09-08,1603.0379337027643,105.08999633789062,2.6375,4.26,91.85,3.7065,1203.7397773673958
2023-09-11,1616.0139923084405,104.56999969482422,2.63,4.29,91.97,3.7965,1206.814399042862
2023-09-12,1613.4515909391164,104.70999908447266,2.623,4.27,93.58,3.7785,1199.2847508232105
2023-09-13,1601.0743938432681,104.7699966430664,2.615,4.25,93.04,3.78,1197.904269358949
2023-09-14,1598.2060286843773,105.41000366210938,2.6075,4.29,95.2,3.8075,1198.4690082945312
2023-09-15,1588.663079788678,105.31999969482422,2.64,4.33,95.55,3.7875,1207.0653260404165
2023-09-18,1596.5219575294675,105.19999694824219,2.65,4.32,95.95,3.7645,1211.9596280214068
2023-09-19,1590.9971878915285,105.19999694824219,2.6625,4.37,96.11,3.734,1212.2733633638925
2023-09-20,1583.343011903189,105.16000366210938,2.665,4.35,94.56,3.762,1220.8069493603891
2023-09-21,1569.9568238998731,105.36000061035156,2.6576,4.49,93.7,3.6835,1204.2417079580473
2023-09-22,1599.472711514256,105.58000183105469,2.6776,4.44,93.99,3.682,1208.1320721621926
2023-09-25,1589.185359614522,106.0,2.6976,4.55,94.01,3.6595,1202.6102994962312
2023-09-26,1579.9146204960168,106.2300033569336,2.6951,4.56,94.46,3.6355,1192.4453050379186
2023-09-27,1585.112375454953,106.66999816894531,2.6877,4.61,97.1,3.6295,1174.374118672538
2023-09-28,1583.4823833091125,106.22000122070312,2.6751,4.59,96.64,3.708,1167.3464776390804
2023-09-29,1580.9203448861583,106.16999816894531,2.6651,4.59,95.86,3.7375,1160.5070318537882
2023-10-02,1580.9203448861583,106.9000015258789,2.6651,4.69,91.21,3.6415,1160.5070318537882
2023-10-03,1580.9203448861583,107.0,2.6651,4.81,94.46,3.621,1160.5070318537882
2023-10-04,1580.9203448861583,106.80000305175781,2.6651,4.73,89.83,3.589,1160.5070318537882
2023-10-05,1580.9203448861583,106.33000183105469,2.6651,4.72,88.28,3.552,1160.5070318537882
2023-10-06,1580.9203448861583,106.04000091552734,2.6651,4.78,87.86,3.6275,1160.5070318537882
2023-10-07,1580.9203448861583,106.08000183105469,2.6651,4.66,91.37,3.646,1160.5070318537882
2023-10-08,1580.9203448861583,106.08000183105469,2.6626,4.66,91.37,3.646,1160.5070318537882
2023-10-09,1580.9203448861583,106.08000183105469,2.6702,4.66,91.37,3.646,1160.5070318537882
2023-10-10,1570.659125125035,105.83000183105469,2.6811,4.66,90.7,3.634,1167.7229447309542
2023-10-11,1575.3022980312337,105.81999969482422,2.6976,4.58,87.58,3.612,1175.1271294518285
2023-10-12,1589.3131167366187,106.56999969482422,2.6911,4.7,88.4,3.591,1172.9309820544302
2023-10-13,1573.4476420826154,106.6500015258789,2.6702,4.63,94.33,3.571,1209.3870135321345
2023-10-16,1556.7139997125464,106.23999786376953,2.6777,4.71,90.99,3.582,1205.4339175786004
2023-10-17,1560.601881223623,106.25,2.6882,4.83,92.52,3.5785,1206.4378553554454
2023-10-18,1545.2790113921603,106.56999969482422,2.7052,4.91,91.99,3.587,1226.8934609619328
2023-10-19,1514.8724533867978,106.25,2.7177,4.98,93.12,3.601,1235.1133116159438
2023-10-20,1503.6773726167128,106.16000366210938,2.7052,4.93,93.72,3.563,1243.9606329549258
2023-10-23,1484.212558815459,105.54000091552734,2.7047,4.86,91.88,3.5865,1240.070345346323
2023-10-24,1491.05446082865,106.2699966430664,2.7177,4.83,88.0,3.624,1239.2546028176437
2023-10-25,1497.780582949941,106.52999877929688,2.7052,4.95,90.14,3.591,1244.964570731771
2023-10-26,1502.0230630641095,106.5999984741211,2.7152,4.86,88.45,3.5845,1246.9097145360724
2023-10-27,1525.2657856264527,106.55999755859375,2.7133,4.84,90.73,3.646,1247.7881888141403
2023-10-30,1537.8077603740962,106.12000274658203,2.7141,4.88,90.73,3.6735,1252.556950700811
2023-10-31,1531.4289779285052,106.66000366210938,2.6938,4.88,86.82,3.6635,1245.6547731661303
2023-11-01,1530.1122084996232,106.87999725341797,2.6853,4.77,86.92,3.6655,1241.6390220587502
2023-11-02,1521.5368746252577,106.12000274658203,2.6553,4.67,89.02,3.6875,1245.9057767592271
2023-11-03,1536.1015494906412,105.0199966430664,2.6613,4.57,87.55,3.697,1249.6078691196644
2023-11-06,1558.5305462923575,105.22000122070312,2.6554,4.67,87.31,3.7345,1243.3958940193434
2023-11-07,1554.788932168227,105.54000091552734,2.6632,4.58,83.43,3.698,1234.109373839099
2023-11-08,1552.6783990290457,105.58999633789062,2.6464,4.49,81.46,3.6585,1224.5090417208262
2023-11-09,1552.0436058286284,105.91000366210938,2.6494,4.62,81.74,3.6625,1232.4778887817401
2023-11-10,1541.4560972812415,105.86000061035156,2.6444,4.61,83.66,3.608,1212.6498304557665
2023-11-13,1542.5500176391936,105.66000366210938,2.6454,4.63,84.09,3.6835,1220.7442176110003
2023-11-14,1543.7190678956513,104.11000061035156,2.6573,4.44,84.2,3.7025,1230.972020414244
2023-11-15,1554.7551781558548,104.38999938964844,2.6633,4.53,82.4,3.736,1229.9052742924678
2023-11-16,1538.7746495026909,104.37000274658203,2.6558,4.45,77.73,3.7195,1244.8391072329937
2023-11-17,1539.2853150447079,103.81999969482422,2.6524,4.44,81.22,3.753,1243.3958940193434
2023-11-20,1544.0787477479175,103.47000122070312,2.6584,4.42,83.25,3.8225,1240.9487430288482
2023-11-21,1543.762258513633,103.58999633789062,2.6684,4.41,82.42,3.827,1254.502171100655
2023-11-22,1525.692247610724,103.91999816894531,2.6823,4.42,81.76,3.7815,1249.545137370276
2023-11-23,1522.5259034823978,103.4000015258789,2.7023,4.47,80.85,3.7743,1256.3217748106365
2023-11-24,1522.5259034823978,103.4000015258789,2.7053,4.47,79.82,3.8055,1256.3217748106365
2023-11-27,1513.6348062664865,103.19999694824219,2.7108,4.39,79.49,3.7745,1262.345554662792
2023-11-28,1517.7215823881,102.75,2.6898,4.34,81.66,3.8185,1279.8519254970474
2023-11-29,1505.5127924077426,102.7699966430664,2.6826,4.27,82.98,3.816,1284.4952238849412
2023-11-30,1506.3236145974129,103.5,2.668,4.37,81.72,3.842,1278.8479877202026
2023-12-01,1504.2058225308397,103.2699966430664,2.6625,4.22,78.72,3.9205,1299.4917885748555
2023-12-04,1495.8195837150317,103.63999938964844,2.6725,4.28,78.16,3.826,1270.0633981306091
2023-12-05,1466.4151206361141,104.05000305175781,2.665,4.18,77.27,3.776,1266.5495776138805
2023-12-06,1470.5106074705977,104.1500015258789,2.6725,4.12,74.33,3.726,1274.0792258335318
2023-12-07,1466.7036629999404,103.54000091552734,2.664,4.14,74.21,3.79,1273.7027587416578
2023-12-08,1471.714863524906,104.01000213623047,2.6636,4.23,75.94,3.824,1253.874700415684
2023-12-11,1481.8247346499093,104.0999984741211,2.644,4.23,75.75,3.778,1241.1370148725564
2023-12-12,1484.2550235407016,103.87000274658203,2.6375,4.2,74.11,3.7865,1241.0115513737794
2023-12-13,1460.3165327878492,102.87000274658203,2.6226,4.04,74.14,3.785,1243.8351694561486
2023-12-14,1453.220931262313,101.95999908447266,2.6376,3.92,77.05,3.89,1273.8909539898236
2023-12-15,1448.248928945263,102.55000305175781,2.6227,3.91,76.84,3.8875,1268.1809860756962
2023-12-18,1439.1222795354868,102.51000213623047,2.6126,3.95,78.89,3.849,1271.4438795948709
2023-12-19,1441.139172511313,102.16999816894531,2.6191,3.93,79.82,3.8945,1279.0362595639108
2023-12-20,1424.6944354514399,102.41000366210938,2.6222,3.86,81.1,3.9025,1276.5891085734158
2023-12-21,1439.407192435617,101.83999633789062,2.5901,3.89,80.73,3.9105,1279.4754584051734
2023-12-22,1439.2587473704534,101.69999694824219,2.5877,3.9,80.23,3.8975,1290.7700073301935
2023-12-25,1433.1144282796195,101.47000122070312,2.5678,3.89,80.97,3.9082,1291.4601331690103
2023-12-26,1433.1144282796195,101.47000122070312,2.5804,3.89,80.97,3.894,1291.4601331690103
2023-12-27,1436.9213727502768,100.98999786376953,2.5577,3.79,80.97,3.953,1306.331157764605
2023-12-28,1471.4513644605818,101.2300033569336,2.5694,3.84,79.04,3.9245,1301.3113922848374
2023-12-29,1480.605234848078,101.33000183105469,2.5553,3.88,77.69,3.8905,1294.0954794076713
2023-12-31,1462.811426132429,102.19999694824219,2.5553,3.95,76.24,3.8988,1295.3504207776132
